frame,preprocess_ms,inference_ms,postprocess_ms,total_ms
1930,2.482,7.672,2.043,12.196
1931,2.206,7.675,2.792,12.673
1932,2.637,10.599,3.059,16.295
1933,2.503,8.833,3.105,14.44
1934,2.547,7.907,2.218,12.671
1935,2.458,7.702,2.067,12.227
1936,2.354,7.511,1.97,11.835
1937,2.488,7.698,2.034,12.22
1938,2.351,7.576,1.951,11.878
1939,2.19,7.549,1.909,11.648
1940,2.197,7.466,1.946,11.609
1941,2.257,7.495,2.022,11.774
1942,2.519,8.371,2.652,13.542
1943,2.738,8.979,2.134,13.851
1944,2.394,7.477,1.867,11.739
1945,2.313,7.74,2.05,12.104
1946,2.318,7.483,1.935,11.736
1947,2.252,7.493,1.974,11.719
1948,2.154,7.455,1.868,11.477
1949,2.298,7.611,2.095,12.004
1950,2.485,7.62,1.966,12.071
1951,2.354,7.713,2.339,12.407
1952,2.474,7.603,2.02,12.097
1953,2.448,7.573,2.15,12.17
1954,2.193,7.51,2.0,11.703
1955,2.357,7.447,1.892,11.697
1956,2.236,7.578,2.037,11.852
1957,2.258,7.502,1.902,11.663
1958,2.201,7.656,2.016,11.873
1959,2.331,7.425,2.762,12.518
1960,2.325,7.82,2.079,12.224
1961,2.285,7.511,1.372,11.168
1962,2.054,7.422,2.171,11.648
1963,2.074,7.483,1.309,10.866
1964,2.235,7.924,1.568,11.727
1965,2.559,7.745,1.407,11.711
1966,2.333,7.689,1.483,11.505
1967,2.51,7.575,1.382,11.468
1968,2.25,7.544,1.496,11.29
1969,2.303,7.779,1.558,11.64
1970,2.171,7.491,1.291,10.954
1971,2.221,7.47,1.32,11.012
1972,2.266,7.592,1.38,11.239
1973,2.186,7.675,1.337,11.199
1974,2.257,7.51,1.357,11.125
1975,2.279,7.506,1.313,11.099
1976,2.123,7.579,1.339,11.041
1977,2.121,7.452,1.492,11.064
1978,2.199,7.578,2.078,11.855
1979,2.444,7.667,1.398,11.508
1980,2.261,7.615,1.367,11.243
1981,2.35,7.377,1.346,11.073
1982,2.069,7.487,1.306,10.862
