frame,read_ms,preprocess_ms,inference_ms,postprocess_ms,total_ms
1484,13.876,4.657,12.836,2.998,34.367
1485,107.043,3.771,12.471,2.239,125.525
1486,11.647,4.459,14.233,2.967,33.306
1487,62.644,4.468,12.867,2.086,82.064
1488,15.221,4.376,12.875,3.448,35.92
1489,79.085,4.802,12.985,2.298,99.169
1490,13.647,4.69,13.564,3.675,35.576
1491,59.869,4.482,12.991,2.139,79.48
1492,13.363,4.116,12.815,3.06,33.354
1493,82.242,4.674,12.81,2.283,102.008
1494,13.109,4.679,13.899,2.911,34.597
1495,56.328,4.747,12.993,3.153,77.22
1496,17.288,4.654,12.727,3.272,37.94
1497,48.657,4.544,12.875,3.039,69.115
1498,43.406,4.285,12.631,2.994,63.316
1499,41.791,4.409,14.778,2.989,63.967
1500,38.069,5.576,12.893,3.02,59.557
1501,28.289,4.384,13.252,3.066,48.991
1502,67.731,4.754,12.848,3.105,88.438
1503,41.79,4.717,12.857,3.096,62.46
1504,47.773,4.607,13.039,3.277,68.697
1505,24.202,4.18,12.821,3.085,44.288
1506,59.093,5.184,21.444,9.056,94.776
1507,42.724,4.294,12.932,2.985,62.936
1508,57.622,4.572,13.054,3.274,78.521
1509,13.639,4.533,12.913,3.039,34.124
1510,55.767,4.716,12.907,3.108,76.498
1511,37.652,4.473,12.816,3.139,58.08
1512,46.723,5.707,13.633,3.165,69.228
1513,24.481,4.345,12.825,2.946,44.597
1514,44.251,3.888,14.854,3.07,66.063
1515,52.87,4.662,12.924,3.199,73.655
1516,28.016,4.115,12.781,3.081,47.994
1517,43.204,4.561,12.919,3.097,63.78
